user,par,doi,rank
RickK,485,4.820213052,15
RickK,517,4.806537856,16
RickK,458,4.762742839,17
RickK,557,4.724020119,18
RickK,501,4.641242832,19
RickK,610,4.230950542,20
RickK,423,3.451837872,21
RickK,421,3.400843517,22
RickK,498,3.329663656,23
RickK,512,2.921639706,24
RickK,510,2.921639706,25
RickK,497,2.417114437,26
RickK,644,1.921614332,27
RickK,489,1.709146741,28
RickK,667,1.667520265,29
RickK,487,1.589990201,30
RickK,665,1.448068613,31
RickK,660,1.448068613,32
RickK,656,1.448068613,33
RickK,655,1.448068613,34
RickK,651,1.448068613,35
RickK,649,1.448068613,36
RickK,648,1.448068613,37
RickK,643,1.448068613,38
RickK,642,1.448068613,39
RickK,641,1.448068613,40
RickK,639,1.448068613,41
RickK,637,1.448068613,42
RickK,635,1.448068613,43
RickK,673,1.420637157,44
RickK,659,1.420637157,45
RickK,658,1.420637157,46
RickK,657,1.420637157,47
RickK,654,1.420637157,48
RickK,653,1.420637157,49
RickK,652,1.420637157,50
RickK,647,1.420637157,51
RickK,646,1.420637157,52
RickK,640,1.420637157,53
RickK,638,1.420637157,54
RickK,636,1.420637157,55
RickK,462,1.379649361,56
RickK,438,1.272858836,57
AlexPlank,418,0.274622498,1
AlexPlank,417,0.254381545,2
AlexPlank,610,0.211027112,3
AlexPlank,508,0.211027112,4
AlexPlank,424,0.190786159,5
AlexPlank,419,0.190786159,6
AlexPlank,416,0.190786159,7
AlexPlank,567,0.169108942,8
AlexPlank,524,0.169108942,9
AlexPlank,517,0.169108942,10
AlexPlank,509,0.169108942,11
AlexPlank,507,0.169108942,12
AlexPlank,502,0.169108942,13
AlexPlank,501,0.169108942,14
AlexPlank,485,0.169108942,15
AlexPlank,557,0.167672678,16
AlexPlank,471,0.14751003,17
AlexPlank,469,0.14751003,18
AlexPlank,468,0.14751003,19
AlexPlank,458,0.14751003,20
AlexPlank,438,0.127190773,21
AlexPlank,423,0.127190773,22
AlexPlank,421,0.127190773,23
AlexPlank,512,0.083836339,24
AlexPlank,510,0.083836339,25
AlexPlank,498,0.083836339,26
AlexPlank,497,0.083836339,27
AlexPlank,489,0.083836339,28
AlexPlank,487,0.083836339,29
AlexPlank,462,0.040638515,30
AlexPlank,673,0,31
AlexPlank,667,0,32
AlexPlank,665,0,33
AlexPlank,660,0,34
AlexPlank,659,0,35
AlexPlank,658,0,36
AlexPlank,657,0,37
AlexPlank,656,0,38
AlexPlank,655,0,39
AlexPlank,654,0,40
AlexPlank,653,0,41
AlexPlank,652,0,42
AlexPlank,651,0,43
AlexPlank,649,0,44
AlexPlank,648,0,45
AlexPlank,647,0,46
AlexPlank,646,0,47
AlexPlank,644,0,48
AlexPlank,643,0,49
AlexPlank,642,0,50
AlexPlank,641,0,51
AlexPlank,640,0,52
AlexPlank,639,0,53
AlexPlank,638,0,54
AlexPlank,637,0,55
AlexPlank,636,0,56
AlexPlank,635,0,57
Spider Jerusalem,418,0.338217884,1
Spider Jerusalem,417,0.317976931,2
Spider Jerusalem,610,0.274622498,3
Spider Jerusalem,508,0.274622498,4
Spider Jerusalem,424,0.254381545,5
Spider Jerusalem,419,0.254381545,6
Spider Jerusalem,416,0.254381545,7
Spider Jerusalem,567,0.232704328,8
Spider Jerusalem,524,0.232704328,9
Spider Jerusalem,517,0.232704328,10
Spider Jerusalem,509,0.232704328,11
Spider Jerusalem,507,0.232704328,12
Spider Jerusalem,502,0.232704328,13
Spider Jerusalem,501,0.232704328,14
Spider Jerusalem,485,0.232704328,15
Spider Jerusalem,471,0.211105416,16
Spider Jerusalem,469,0.211105416,17
Spider Jerusalem,468,0.211105416,18
Spider Jerusalem,458,0.211105416,19
Spider Jerusalem,557,0.209590848,20
Spider Jerusalem,438,0.190786159,21
Spider Jerusalem,423,0.190786159,22
Spider Jerusalem,421,0.190786159,23
Spider Jerusalem,512,0.125754509,24
Spider Jerusalem,510,0.125754509,25
Spider Jerusalem,498,0.125754509,26
Spider Jerusalem,497,0.125754509,27
Spider Jerusalem,489,0.125754509,28
Spider Jerusalem,487,0.125754509,29
Spider Jerusalem,462,0.060957772,30
Spider Jerusalem,673,0,31
Spider Jerusalem,667,0,32
Spider Jerusalem,665,0,33
Spider Jerusalem,660,0,34
Spider Jerusalem,659,0,35
Spider Jerusalem,658,0,36
Spider Jerusalem,657,0,37
Spider Jerusalem,656,0,38
Spider Jerusalem,655,0,39
Spider Jerusalem,654,0,40
Spider Jerusalem,653,0,41
Spider Jerusalem,652,0,42
Spider Jerusalem,651,0,43
Spider Jerusalem,649,0,44
Spider Jerusalem,648,0,45
Spider Jerusalem,647,0,46
Spider Jerusalem,646,0,47
Spider Jerusalem,644,0,48
Spider Jerusalem,643,0,49
Spider Jerusalem,642,0,50
Spider Jerusalem,641,0,51
Spider Jerusalem,640,0,52
Spider Jerusalem,639,0,53
Spider Jerusalem,638,0,54
Spider Jerusalem,637,0,55
Spider Jerusalem,636,0,56
Spider Jerusalem,635,0,57
Kahn~enwiki,417,0.56422279,1
Kahn~enwiki,418,0.560629801,2
Kahn~enwiki,424,0.45295952,3
Kahn~enwiki,419,0.45295952,4
Kahn~enwiki,416,0.45295952,5
Kahn~enwiki,423,0.413198076,6
Kahn~enwiki,438,0.389364134,7
Kahn~enwiki,421,0.389364134,8
Kahn~enwiki,610,0.211027112,9
Kahn~enwiki,508,0.211027112,10
Kahn~enwiki,567,0.169108942,11
Kahn~enwiki,524,0.169108942,12
Kahn~enwiki,517,0.169108942,13
Kahn~enwiki,509,0.169108942,14
Kahn~enwiki,507,0.169108942,15
Kahn~enwiki,502,0.169108942,16
Kahn~enwiki,501,0.169108942,17
Kahn~enwiki,485,0.169108942,18
Kahn~enwiki,557,0.167672678,19
Kahn~enwiki,471,0.14751003,20
Kahn~enwiki,469,0.14751003,21
Kahn~enwiki,468,0.14751003,22
Kahn~enwiki,458,0.14751003,23
Kahn~enwiki,512,0.083836339,24
Kahn~enwiki,510,0.083836339,25
Kahn~enwiki,498,0.083836339,26
Kahn~enwiki,497,0.083836339,27
Kahn~enwiki,489,0.083836339,28
Kahn~enwiki,487,0.083836339,29
Kahn~enwiki,462,0.040638515,30
Kahn~enwiki,673,0,31
Kahn~enwiki,667,0,32
Kahn~enwiki,665,0,33
Kahn~enwiki,660,0,34
Kahn~enwiki,659,0,35
Kahn~enwiki,658,0,36
Kahn~enwiki,657,0,37
Kahn~enwiki,656,0,38
Kahn~enwiki,655,0,39
Kahn~enwiki,654,0,40
Kahn~enwiki,653,0,41
Kahn~enwiki,652,0,42
Kahn~enwiki,651,0,43
Kahn~enwiki,649,0,44
Kahn~enwiki,648,0,45
Kahn~enwiki,647,0,46
Kahn~enwiki,646,0,47
Kahn~enwiki,644,0,48
Kahn~enwiki,643,0,49
Kahn~enwiki,642,0,50
Kahn~enwiki,641,0,51
Kahn~enwiki,640,0,52
Kahn~enwiki,639,0,53
Kahn~enwiki,638,0,54
Kahn~enwiki,637,0,55
Kahn~enwiki,636,0,56
Kahn~enwiki,635,0,57
Rebrane,417,1.363437456,1
Rebrane,418,1.357088444,2
Rebrane,423,0.975508018,3
Rebrane,424,0.839655177,4
Rebrane,419,0.839655177,5
Rebrane,416,0.839655177,6
Rebrane,508,0.685540537,7
Rebrane,610,0.628729792,8
Rebrane,524,0.622449174,9
Rebrane,517,0.622449174,10
Rebrane,509,0.622449174,11
Rebrane,507,0.622449174,12
Rebrane,502,0.622449174,13
Rebrane,501,0.622449174,14
Rebrane,485,0.622449174,15
Rebrane,471,0.600850262,16
Rebrane,469,0.600850262,17
Rebrane,468,0.600850262,18
Rebrane,458,0.600850262,19
Rebrane,421,0.584257475,20
Rebrane,567,0.565638429,21
Rebrane,438,0.527446731,22
Rebrane,557,0.378119958,23
Rebrane,512,0.251937234,24
Rebrane,510,0.251937234,25
Rebrane,498,0.251937234,26
Rebrane,497,0.251937234,27
Rebrane,489,0.251937234,28
Rebrane,487,0.251937234,29
Rebrane,462,0.143942673,30
Rebrane,673,0,31
Rebrane,667,0,32
Rebrane,665,0,33
Rebrane,660,0,34
Rebrane,659,0,35
Rebrane,658,0,36
Rebrane,657,0,37
Rebrane,656,0,38
Rebrane,655,0,39
Rebrane,654,0,40
Rebrane,653,0,41
Rebrane,652,0,42
Rebrane,651,0,43
Rebrane,649,0,44
Rebrane,648,0,45
Rebrane,647,0,46
Rebrane,646,0,47
Rebrane,644,0,48
Rebrane,643,0,49
Rebrane,642,0,50
Rebrane,641,0,51
Rebrane,640,0,52
Rebrane,639,0,53
Rebrane,638,0,54
Rebrane,637,0,55
Rebrane,636,0,56
Rebrane,635,0,57
Daniel Quinlan,418,0.497038441,1
Daniel Quinlan,417,0.476797488,2
Daniel Quinlan,424,0.339597662,3
Daniel Quinlan,419,0.339597662,4
Daniel Quinlan,416,0.339597662,5
Daniel Quinlan,508,0.331433243,6
Daniel Quinlan,423,0.321201343,7
Daniel Quinlan,524,0.289515073,8
Daniel Quinlan,517,0.289515073,9
Daniel Quinlan,509,0.289515073,10
Daniel Quinlan,507,0.289515073,11
Daniel Quinlan,502,0.289515073,12
Daniel Quinlan,501,0.289515073,13
Daniel Quinlan,485,0.289515073,14
Daniel Quinlan,610,0.274622498,15
Daniel Quinlan,471,0.267916161,16
Daniel Quinlan,469,0.267916161,17
Daniel Quinlan,468,0.267916161,18
Daniel Quinlan,458,0.267916161,19
Daniel Quinlan,421,0.247596903,20
Daniel Quinlan,567,0.232704328,21
Daniel Quinlan,557,0.209590848,22
Daniel Quinlan,438,0.190786159,23
Daniel Quinlan,512,0.125754509,24
Daniel Quinlan,510,0.125754509,25
Daniel Quinlan,498,0.125754509,26
Daniel Quinlan,497,0.125754509,27
Daniel Quinlan,489,0.125754509,28
Daniel Quinlan,487,0.125754509,29
Daniel Quinlan,462,0.060957772,30
Daniel Quinlan,673,0,31
Daniel Quinlan,667,0,32
Daniel Quinlan,665,0,33
Daniel Quinlan,660,0,34
Daniel Quinlan,659,0,35
Daniel Quinlan,658,0,36
Daniel Quinlan,657,0,37
Daniel Quinlan,656,0,38
Daniel Quinlan,655,0,39
Daniel Quinlan,654,0,40
Daniel Quinlan,653,0,41
Daniel Quinlan,652,0,42
Daniel Quinlan,651,0,43
Daniel Quinlan,649,0,44
Daniel Quinlan,648,0,45
Daniel Quinlan,647,0,46
Daniel Quinlan,646,0,47
Daniel Quinlan,644,0,48
Daniel Quinlan,643,0,49
Daniel Quinlan,642,0,50
Daniel Quinlan,641,0,51
Daniel Quinlan,640,0,52
Daniel Quinlan,639,0,53
Daniel Quinlan,638,0,54
Daniel Quinlan,637,0,55
Daniel Quinlan,636,0,56
Daniel Quinlan,635,0,57
Punkche,418,0.892008684,1
Punkche,417,0.850594538,2
Punkche,508,0.656160666,3
Punkche,424,0.643151893,4
Punkche,419,0.643151893,5
Punkche,416,0.643151893,6
Punkche,610,0.599349921,7
Punkche,524,0.593069303,8
Punkche,517,0.593069303,9
Punkche,509,0.593069303,10
Punkche,507,0.593069303,11
Punkche,502,0.593069303,12
Punkche,501,0.593069303,13
Punkche,485,0.593069303,14
Punkche,423,0.581378883,15
Punkche,471,0.571470391,16
Punkche,469,0.571470391,17
Punkche,468,0.571470391,18
Punkche,458,0.571470391,19
Punkche,567,0.536258559,20
Punkche,421,0.458704817,21
Punkche,438,0.401894072,22
Punkche,557,0.398013497,23
Punkche,512,0.271830772,24
Punkche,510,0.271830772,25
Punkche,498,0.271830772,26
Punkche,497,0.271830772,27
Punkche,489,0.271830772,28
Punkche,487,0.271830772,29
Punkche,462,0.185435123,30
Punkche,673,0,31
Punkche,667,0,32
Punkche,665,0,33
Punkche,660,0,34
Punkche,659,0,35
Punkche,658,0,36
Punkche,657,0,37
Punkche,656,0,38
Punkche,655,0,39
Punkche,654,0,40
Punkche,653,0,41
Punkche,652,0,42
Punkche,651,0,43
Punkche,649,0,44
Punkche,648,0,45
Punkche,647,0,46
Punkche,646,0,47
Punkche,644,0,48
Punkche,643,0,49
Punkche,642,0,50
Punkche,641,0,51
Punkche,640,0,52
Punkche,639,0,53
Punkche,638,0,54
Punkche,637,0,55
Punkche,636,0,56
Punkche,635,0,57
Prumpf,418,0.408908241,1
Prumpf,417,0.388667289,2
Prumpf,424,0.276002276,3
Prumpf,419,0.276002276,4
Prumpf,416,0.276002276,5
Prumpf,508,0.267837856,6
Prumpf,423,0.233071144,7
Prumpf,524,0.225919687,8
Prumpf,517,0.225919687,9
Prumpf,509,0.225919687,10
Prumpf,507,0.225919687,11
Prumpf,502,0.225919687,12
Prumpf,501,0.225919687,13
Prumpf,485,0.225919687,14
Prumpf,610,0.211027112,15
Prumpf,471,0.204320775,16
Prumpf,469,0.204320775,17
Prumpf,468,0.204320775,18
Prumpf,458,0.204320775,19
Prumpf,421,0.184001517,20
Prumpf,567,0.169108942,21
Prumpf,557,0.167672678,22
Prumpf,438,0.127190773,23
Prumpf,512,0.083836339,24
Prumpf,510,0.083836339,25
Prumpf,498,0.083836339,26
Prumpf,497,0.083836339,27
Prumpf,489,0.083836339,28
Prumpf,487,0.083836339,29
Prumpf,462,0.040638515,30
Prumpf,673,0,31
Prumpf,667,0,32
Prumpf,665,0,33
Prumpf,660,0,34
Prumpf,659,0,35
Prumpf,658,0,36
Prumpf,657,0,37
Prumpf,656,0,38
Prumpf,655,0,39
Prumpf,654,0,40
Prumpf,653,0,41
Prumpf,652,0,42
Prumpf,651,0,43
Prumpf,649,0,44
Prumpf,648,0,45
Prumpf,647,0,46
Prumpf,646,0,47
Prumpf,644,0,48
Prumpf,643,0,49
Prumpf,642,0,50
Prumpf,641,0,51
Prumpf,640,0,52
Prumpf,639,0,53
Prumpf,638,0,54
Prumpf,637,0,55
Prumpf,636,0,56
Prumpf,635,0,57
Meelar,418,6.541059532,1
Meelar,417,6.102411644,2
Meelar,424,5.494438318,3
Meelar,416,5.338405707,4
Meelar,419,5.20561609,5
Meelar,423,4.442218442,6
Meelar,421,4.186301859,7
Meelar,508,3.692311376,8
Meelar,509,3.514821806,9
Meelar,507,3.514821806,10
Meelar,469,2.851269673,11
Meelar,471,2.828108058,12
Meelar,502,2.791434267,13
Meelar,485,2.784319865,14
Meelar,458,2.736017165,15
Meelar,468,2.716427603,16
Meelar,501,2.68526706,17
Meelar,610,2.653409611,18
Meelar,524,2.607872374,19
Meelar,517,2.599315279,20
Meelar,567,2.285225165,21
Meelar,438,2.244242095,22
Meelar,512,2.065253035,23
Meelar,510,2.065253035,24
Meelar,557,1.583334072,25
Meelar,498,1.353223381,26
Meelar,497,1.326519593,27
Meelar,487,1.201880098,28
Meelar,489,1.191677523,29
Meelar,462,1.140208769,30
Meelar,644,0.221832598,31
Meelar,673,0.147888399,32
Meelar,667,0.147888399,33
Meelar,665,0.147888399,34
Meelar,660,0.147888399,35
Meelar,659,0.147888399,36
Meelar,658,0.147888399,37
Meelar,657,0.147888399,38
Meelar,656,0.147888399,39
Meelar,655,0.147888399,40
Meelar,654,0.147888399,41
Meelar,653,0.147888399,42
Meelar,652,0.147888399,43
Meelar,651,0.147888399,44
Meelar,649,0.147888399,45
Meelar,648,0.147888399,46
Meelar,647,0.147888399,47
Meelar,646,0.147888399,48
Meelar,643,0.147888399,49
Meelar,642,0.147888399,50
Meelar,641,0.147888399,51
Meelar,640,0.147888399,52
Meelar,639,0.147888399,53
Meelar,638,0.147888399,54
Meelar,637,0.147888399,55
Meelar,636,0.147888399,56
Meelar,635,0.147888399,57
Delirium,418,4.057184263,1
Delirium,417,3.229077804,2
Delirium,424,2.970869832,3
Delirium,508,2.857084547,4
Delirium,419,2.638832618,5
Delirium,416,2.485389276,6
Delirium,421,2.416709234,7
Delirium,423,2.310807679,8
Delirium,509,2.270357337,9
Delirium,507,2.270357337,10
Delirium,469,1.993565097,11
Delirium,468,1.90914995,12
Delirium,485,1.830012575,13
Delirium,458,1.783658346,14
Delirium,471,1.780452267,15
Delirium,512,1.765439056,16
Delirium,510,1.765439056,17
Delirium,502,1.672692545,18
Delirium,610,1.603025097,19
Delirium,567,1.543292018,20
Delirium,501,1.522299316,21
Delirium,557,1.518612437,22
Delirium,524,1.369474287,23
Delirium,517,1.269888736,24
Delirium,498,1.263165562,25
Delirium,497,1.263165562,26
Delirium,487,1.247828606,27
Delirium,489,1.218120342,28
Delirium,462,0.869697154,29
Delirium,438,0.837300418,30
Delirium,644,0.377337744,31
Delirium,673,0.251558496,32
Delirium,667,0.251558496,33
Delirium,665,0.251558496,34
Delirium,660,0.251558496,35
Delirium,659,0.251558496,36
Delirium,658,0.251558496,37
Delirium,657,0.251558496,38
Delirium,656,0.251558496,39
Delirium,655,0.251558496,40
Delirium,654,0.251558496,41
Delirium,653,0.251558496,42
Delirium,652,0.251558496,43
Delirium,651,0.251558496,44
Delirium,649,0.251558496,45
Delirium,648,0.251558496,46
Delirium,647,0.251558496,47
Delirium,646,0.251558496,48
Delirium,643,0.251558496,49
Delirium,642,0.251558496,50
Delirium,641,0.251558496,51
Delirium,640,0.251558496,52
Delirium,639,0.251558496,53
Delirium,638,0.251558496,54
Delirium,637,0.251558496,55
Delirium,636,0.251558496,56
Delirium,635,0.251558496,57
Chrisn4255,418,6.305868172,1
Chrisn4255,417,4.751053497,2
Chrisn4255,508,4.616267601,3
Chrisn4255,424,3.989381381,4
Chrisn4255,557,3.692706637,5
Chrisn4255,509,3.574137065,6
Chrisn4255,507,3.574137065,7
Chrisn4255,610,3.351569174,8
Chrisn4255,419,3.319775775,9
Chrisn4255,469,3.16541596,10
Chrisn4255,502,3.124323578,11
Chrisn4255,416,3.113470707,12
Chrisn4255,524,3.10178553,13
Chrisn4255,567,3.049547574,14
Chrisn4255,423,2.948593404,15
Chrisn4255,471,2.871996846,16
Chrisn4255,421,2.85285572,17
Chrisn4255,468,2.846606761,18
Chrisn4255,485,2.845265068,19
Chrisn4255,458,2.77245196,20
Chrisn4255,501,2.746048194,21
Chrisn4255,517,2.738842275,22
Chrisn4255,512,2.390036411,23
Chrisn4255,510,2.390036411,24
Chrisn4255,497,1.781376028,25
Chrisn4255,498,1.649894425,26
Chrisn4255,644,1.448068613,27
Chrisn4255,489,1.223346138,28
Chrisn4255,667,1.193974546,29
Chrisn4255,487,1.143908444,30
Chrisn4255,462,1.126148384,31
Chrisn4255,438,1.091880138,32
Chrisn4255,665,0.974522894,33
Chrisn4255,660,0.974522894,34
Chrisn4255,656,0.974522894,35
Chrisn4255,655,0.974522894,36
Chrisn4255,651,0.974522894,37
Chrisn4255,649,0.974522894,38
Chrisn4255,648,0.974522894,39
Chrisn4255,643,0.974522894,40
Chrisn4255,642,0.974522894,41
Chrisn4255,641,0.974522894,42
Chrisn4255,639,0.974522894,43
Chrisn4255,637,0.974522894,44
Chrisn4255,635,0.974522894,45
Chrisn4255,673,0.947091438,46
Chrisn4255,659,0.947091438,47
Chrisn4255,658,0.947091438,48
Chrisn4255,657,0.947091438,49
Chrisn4255,654,0.947091438,50
Chrisn4255,653,0.947091438,51
Chrisn4255,652,0.947091438,52
Chrisn4255,647,0.947091438,53
Chrisn4255,646,0.947091438,54
Chrisn4255,640,0.947091438,55
Chrisn4255,638,0.947091438,56
Chrisn4255,636,0.947091438,57
JohnWoolsey,417,0.350118097,1
JohnWoolsey,418,0.348760138,2
JohnWoolsey,423,0.266125149,3
JohnWoolsey,424,0.20998237,4
JohnWoolsey,419,0.20998237,5
JohnWoolsey,416,0.20998237,6
JohnWoolsey,610,0.208624411,7
JohnWoolsey,508,0.208624411,8
JohnWoolsey,567,0.188305154,9
JohnWoolsey,524,0.188305154,10
JohnWoolsey,517,0.188305154,11
JohnWoolsey,509,0.188305154,12
JohnWoolsey,507,0.188305154,13
JohnWoolsey,502,0.188305154,14
JohnWoolsey,501,0.188305154,15
JohnWoolsey,485,0.188305154,16
JohnWoolsey,471,0.188305154,17
JohnWoolsey,469,0.188305154,18
JohnWoolsey,468,0.188305154,19
JohnWoolsey,458,0.188305154,20
JohnWoolsey,438,0.167985896,21
JohnWoolsey,421,0.167985896,22
JohnWoolsey,557,0.121915544,23
JohnWoolsey,512,0.081277029,24
JohnWoolsey,510,0.081277029,25
JohnWoolsey,498,0.081277029,26
JohnWoolsey,497,0.081277029,27
JohnWoolsey,489,0.081277029,28
JohnWoolsey,487,0.081277029,29
JohnWoolsey,462,0.081277029,30
JohnWoolsey,673,0,31
JohnWoolsey,667,0,32
JohnWoolsey,665,0,33
JohnWoolsey,660,0,34
JohnWoolsey,659,0,35
JohnWoolsey,658,0,36
JohnWoolsey,657,0,37
JohnWoolsey,656,0,38
JohnWoolsey,655,0,39
JohnWoolsey,654,0,40
JohnWoolsey,653,0,41
JohnWoolsey,652,0,42
JohnWoolsey,651,0,43
JohnWoolsey,649,0,44
JohnWoolsey,648,0,45
JohnWoolsey,647,0,46
JohnWoolsey,646,0,47
JohnWoolsey,644,0,48
JohnWoolsey,643,0,49
JohnWoolsey,642,0,50
JohnWoolsey,641,0,51
JohnWoolsey,640,0,52
JohnWoolsey,639,0,53
JohnWoolsey,638,0,54
JohnWoolsey,637,0,55
JohnWoolsey,636,0,56
JohnWoolsey,635,0,57
Garrett Albright,418,0.773457054,1
Garrett Albright,417,0.75364182,2
Garrett Albright,610,0.66121776,3
Garrett Albright,508,0.66121776,4
Garrett Albright,424,0.641402526,5
Garrett Albright,419,0.641402526,6
Garrett Albright,416,0.641402526,7
Garrett Albright,567,0.61972531,8
Garrett Albright,524,0.61972531,9
Garrett Albright,517,0.61972531,10
Garrett Albright,509,0.61972531,11
Garrett Albright,507,0.61972531,12
Garrett Albright,502,0.61972531,13
Garrett Albright,501,0.61972531,14
Garrett Albright,485,0.61972531,15
Garrett Albright,471,0.61972531,16
Garrett Albright,469,0.61972531,17
Garrett Albright,468,0.61972531,18
Garrett Albright,458,0.61972531,19
Garrett Albright,423,0.365967697,20
Garrett Albright,557,0.356528538,21
Garrett Albright,438,0.316898071,22
Garrett Albright,421,0.316898071,23
Garrett Albright,512,0.273543637,24
Garrett Albright,510,0.273543637,25
Garrett Albright,498,0.273543637,26
Garrett Albright,497,0.273543637,27
Garrett Albright,489,0.273543637,28
Garrett Albright,487,0.273543637,29
Garrett Albright,462,0.273543637,30
Garrett Albright,673,0,31
Garrett Albright,667,0,32
Garrett Albright,665,0,33
Garrett Albright,660,0,34
Garrett Albright,659,0,35
Garrett Albright,658,0,36
Garrett Albright,657,0,37
Garrett Albright,656,0,38
Garrett Albright,655,0,39
Garrett Albright,654,0,40
Garrett Albright,653,0,41
Garrett Albright,652,0,42
Garrett Albright,651,0,43
Garrett Albright,649,0,44
Garrett Albright,648,0,45
Garrett Albright,647,0,46
Garrett Albright,646,0,47
Garrett Albright,644,0,48
Garrett Albright,643,0,49
Garrett Albright,642,0,50
Garrett Albright,641,0,51
Garrett Albright,640,0,52
Garrett Albright,639,0,53
Garrett Albright,638,0,54
Garrett Albright,637,0,55
Garrett Albright,636,0,56
Garrett Albright,635,0,57
Donarreiskoffer,418,0.369078944,1
Donarreiskoffer,417,0.349263711,2
Donarreiskoffer,610,0.256839651,3
Donarreiskoffer,508,0.256839651,4
Donarreiskoffer,424,0.237024417,5
Donarreiskoffer,419,0.237024417,6
Donarreiskoffer,416,0.237024417,7
Donarreiskoffer,567,0.2153472,8
Donarreiskoffer,524,0.2153472,9
Donarreiskoffer,517,0.2153472,10
Donarreiskoffer,509,0.2153472,11
Donarreiskoffer,507,0.2153472,12
Donarreiskoffer,502,0.2153472,13
Donarreiskoffer,501,0.2153472,14
Donarreiskoffer,485,0.2153472,15
Donarreiskoffer,471,0.2153472,16
Donarreiskoffer,469,0.2153472,17
Donarreiskoffer,468,0.2153472,18
Donarreiskoffer,458,0.2153472,19
Donarreiskoffer,423,0.175408961,20
Donarreiskoffer,557,0.165969801,21
Donarreiskoffer,438,0.126339334,22
Donarreiskoffer,421,0.126339334,23
Donarreiskoffer,512,0.082984901,24
Donarreiskoffer,510,0.082984901,25
Donarreiskoffer,498,0.082984901,26
Donarreiskoffer,497,0.082984901,27
Donarreiskoffer,489,0.082984901,28
Donarreiskoffer,487,0.082984901,29
Donarreiskoffer,462,0.082984901,30
Donarreiskoffer,673,0,31
Donarreiskoffer,667,0,32
Donarreiskoffer,665,0,33
Donarreiskoffer,660,0,34
Donarreiskoffer,659,0,35
Donarreiskoffer,658,0,36
Donarreiskoffer,657,0,37
Donarreiskoffer,656,0,38
Donarreiskoffer,655,0,39
Donarreiskoffer,654,0,40
Donarreiskoffer,653,0,41
Donarreiskoffer,652,0,42
Donarreiskoffer,651,0,43
Donarreiskoffer,649,0,44
Donarreiskoffer,648,0,45
Donarreiskoffer,647,0,46
Donarreiskoffer,646,0,47
Donarreiskoffer,644,0,48
Donarreiskoffer,643,0,49
Donarreiskoffer,642,0,50
Donarreiskoffer,641,0,51
Donarreiskoffer,640,0,52
Donarreiskoffer,639,0,53
Donarreiskoffer,638,0,54
Donarreiskoffer,637,0,55
Donarreiskoffer,636,0,56
Donarreiskoffer,635,0,57
Hcheney,418,10.63267189,1
Hcheney,644,9.358073318,2
Hcheney,508,8.875721463,3
Hcheney,417,8.79350534,4
Hcheney,424,8.095180123,5
Hcheney,647,7.953893603,6
Hcheney,655,7.913879855,7
Hcheney,637,7.913879855,8
Hcheney,642,7.839523784,9
Hcheney,639,7.839523784,10
Hcheney,635,7.839523784,11
Hcheney,660,7.839523784,12
Hcheney,656,7.839523784,13
Hcheney,651,7.839523784,14
Hcheney,649,7.839523784,15
Hcheney,648,7.839523784,16
Hcheney,643,7.839523784,17
Hcheney,641,7.839523784,18
Hcheney,524,7.814892127,19
Hcheney,659,7.654080714,20
Hcheney,658,7.654080714,21
Hcheney,657,7.654080714,22
Hcheney,654,7.654080714,23
Hcheney,653,7.654080714,24
Hcheney,652,7.654080714,25
Hcheney,646,7.654080714,26
Hcheney,640,7.654080714,27
Hcheney,638,7.654080714,28
Hcheney,509,7.506485301,29
Hcheney,507,7.506485301,30
Hcheney,567,7.404849393,31
Hcheney,636,7.265948821,32
Hcheney,469,7.262123035,33
Hcheney,610,7.252639746,34
Hcheney,502,7.187558633,35
Hcheney,471,6.964454176,36
Hcheney,485,6.936539426,37
Hcheney,517,6.79895955,38
Hcheney,468,6.791688576,39
Hcheney,458,6.753164384,40
Hcheney,419,6.684770414,41
Hcheney,501,6.51830917,42
Hcheney,416,6.269866154,43
Hcheney,557,5.797926129,44
Hcheney,667,4.885873549,45
Hcheney,665,4.761499096,46
Hcheney,673,4.666622434,47
Hcheney,421,4.007575649,48
Hcheney,423,3.589196872,49
Hcheney,512,3.40305993,50
Hcheney,510,3.40305993,51
Hcheney,497,3.01360512,52
Hcheney,498,2.975661666,53
Hcheney,487,2.060743492,54
Hcheney,489,1.907813501,55
Hcheney,462,1.467985691,56
Hcheney,438,1.143704258,57
Wwoods,418,5.345286728,1
Wwoods,508,3.770120355,2
Wwoods,417,3.631058531,3
Wwoods,557,3.246487604,4
Wwoods,424,3.188761797,5
Wwoods,610,3.055404923,6
Wwoods,509,2.839579159,7
Wwoods,507,2.839579159,8
Wwoods,524,2.768576368,9
Wwoods,567,2.714229645,10
Wwoods,502,2.679240091,11
Wwoods,419,2.658652592,12
Wwoods,469,2.646232228,13
Wwoods,416,2.475684939,14
Wwoods,485,2.430965209,15
Wwoods,468,2.408110167,16
Wwoods,501,2.384360829,17
Wwoods,471,2.352813114,18
Wwoods,517,2.349532833,19
Wwoods,421,2.313779143,20
Wwoods,458,2.278714409,21
Wwoods,423,2.27562701,22
Wwoods,512,1.647719713,23
Wwoods,510,1.647719713,24
Wwoods,644,1.378056372,25
Wwoods,497,1.16299095,26
Wwoods,667,1.147299718,27
Wwoods,498,0.999345177,28
Wwoods,462,0.988440027,29
Wwoods,665,0.927848067,30
Wwoods,660,0.927848067,31
